,car_IN,car_OUT,truck_IN,truck_OUT,bus_IN,bus_OUT
8:05:00,2597,1696,80,55,93,41
8:10:00,2668,1741,81,56,97,41
8:15:00,2740,1789,87,58,100,44
8:20:00,2821,1840,94,59,103,46
8:25:00,2884,1890,100,60,106,47
8:30:00,2961,1936,104,62,107,50
8:35:00,3052,1990,112,63,108,53
8:40:00,3177,2061,121,69,109,56
8:45:00,3328,2156,134,75,114,59
8:50:00,3387,2213,140,77,116,61
8:55:00,3429,2251,146,79,117,62
9:00:00,3469,2295,152,84,121,63
9:05:00,3524,2349,158,90,125,65
9:10:00,3574,2416,165,93,128,71
9:15:00,3627,2479,175,95,128,74
9:20:00,3682,2544,181,97,129,77
9:25:00,3732,2629,186,102,132,79
9:30:00,3786,2682,194,103,135,82
9:35:00,3842,2736,201,107,139,82
9:40:00,3896,2788,212,110,143,84
9:45:00,3946,2849,218,119,145,89
9:50:00,3997,2893,228,125,146,93
9:55:00,4047,2934,233,127,151,94
10:00:00,4100,2982,235,128,155,95
10:05:00,4148,3019,243,134,155,96
10:10:00,4195,3062,249,139,159,99
10:15:00,4239,3117,258,143,163,103
10:20:00,4288,3170,262,146,166,107
10:25:00,4341,3218,270,151,169,111
10:30:00,4402,3260,280,154,171,112
10:35:00,4458,3299,286,156,174,115
10:40:00,4519,3324,292,157,179,117
10:45:00,4581,3364,300,160,180,119
10:50:00,4646,3401,307,166,180,119
10:55:00,4693,3439,314,172,185,122
11:00:00,4746,3473,317,177,187,123
11:05:00,4802,3505,322,180,189,124
11:10:00,4860,3543,326,183,192,126
11:15:00,4916,3579,332,186,198,128
11:20:00,4976,3606,337,188,199,129
11:25:00,5040,3635,348,198,199,130
11:30:00,5093,3661,355,199,202,132
11:35:00,5150,3702,359,202,205,132
11:40:00,5214,3741,366,204,209,133
11:45:00,5277,3773,367,211,211,137
11:50:00,5345,3821,373,214,214,139
11:55:00,5417,3867,376,215,220,141
12:00:00,5490,3910,382,216,220,143
12:05:00,5539,3937,389,219,222,145
12:10:00,5578,3965,398,220,225,149
12:15:00,5630,4022,405,220,229,152
12:20:00,5684,4065,411,226,232,152
12:25:00,5743,4124,414,230,234,154
12:30:00,5809,4164,423,236,238,157
12:35:00,5873,4211,429,238,241,160
12:40:00,5925,4251,435,238,245,163
12:45:00,,,,,,
12:50:00,,,,,,
12:55:00,,,,,,
13:00:00,,,,,,
13:05:00,,,,,,
13:10:00,,,,,,
13:15:00,,,,,,
13:20:00,,,,,,
13:25:00,,,,,,
13:30:00,,,,,,
13:35:00,,,,,,
13:40:00,,,,,,
13:45:00,,,,,,
13:50:00,,,,,,
13:55:00,,,,,,
14:00:00,6019,4341,450,241,251,169
14:05:00,6115,4425,467,247,260,173
14:10:00,6207,4504,486,256,267,179
14:15:00,6326,4591,496,261,273,184
14:20:00,6423,4706,510,273,276,188
14:25:00,6517,4799,527,278,281,195
14:30:00,6618,4898,539,287,288,198
14:35:00,6714,4987,546,298,291,207
14:40:00,6825,5073,554,304,297,214
14:45:00,6919,5184,567,318,309,219
14:50:00,7022,5276,588,328,319,225
14:55:00,7113,5372,602,341,323,232
15:00:00,7200,5480,605,352,335,239
15:05:00,7300,5583,617,358,337,244
15:10:00,7402,5669,628,362,343,245
15:15:00,7512,5785,644,387,348,252
15:20:00,7620,5883,651,390,352,253
15:25:00,7724,5984,661,404,357,256
15:30:00,7824,6090,668,411,361,261
15:35:00,7939,6185,676,421,371,267
15:40:00,8048,6278,683,432,379,275
15:45:00,8147,6375,692,444,384,282
15:50:00,8247,6482,697,452,393,287
15:55:00,8352,6586,703,468,403,290
16:00:00,8472,6696,712,484,407,295
16:05:00,8596,6809,725,493,409,302
16:10:00,8699,6940,728,501,414,308
16:15:00,8788,7066,732,512,424,316
16:20:00,8898,7190,738,523,429,324
16:25:00,9005,7310,744,531,435,332
16:30:00,9114,7439,749,537,441,337
16:35:00,9242,7569,757,548,448,343
16:40:00,9360,7697,765,560,456,348
16:45:00,9462,7823,768,568,463,356
16:50:00,9594,7952,778,575,467,365
16:55:00,9694,8103,783,586,474,374
17:00:00,9808,8233,788,594,478,382
17:05:00,9916,8378,790,601,483,388
17:10:00,10022,8518,801,609,491,393
17:15:00,10143,8674,807,616,496,399
17:20:00,10261,8857,813,623,500,403
17:25:00,10382,9014,820,629,503,410
17:30:00,10482,9173,825,635,510,423
17:35:00,10601,9317,828,641,515,426
17:40:00,10712,9428,832,643,520,433
17:45:00,10815,9560,837,650,527,438
17:50:00,10926,9708,845,659,531,446
17:55:00,11033,9869,849,663,532,452
18:00:00,11145,10021,854,669,537,459
18:05:00,11276,10165,863,672,541,463
18:10:00,11372,10308,876,678,546,468
18:15:00,11474,10511,883,685,549,478
18:20:00,11556,10694,887,692,550,481
18:25:00,11653,10870,890,699,553,490
18:30:00,11749,11027,893,706,557,501
18:35:00,11848,11186,902,714,558,507
18:40:00,11940,11322,908,723,563,511
18:45:00,12049,11456,910,729,565,516
18:50:00,12155,11606,913,735,567,519
18:55:00,12256,11721,915,741,568,522
19:00:00,12359,11822,916,746,569,523
19:05:00,12449,11921,918,748,570,527
19:10:00,12548,12032,922,749,571,531
19:15:00,12608,12127,923,751,575,533
19:20:00,12684,12261,926,757,578,533
19:25:00,12764,12379,930,764,583,536
19:30:00,12830,12484,934,768,585,539
19:35:00,12902,12593,935,771,591,542
19:40:00,12960,12682,936,777,594,543
19:45:00,13037,12795,938,780,597,544
19:50:00,13109,12889,941,784,602,547
19:55:00,13168,12977,945,786,606,549
20:00:00,13236,13062,949,788,609,549
20:05:00,13297,13135,950,791,614,552
20:10:00,13368,13218,950,793,615,555
20:15:00,13432,13310,950,797,619,558
20:20:00,13512,13405,950,799,623,560
20:25:00,13580,13492,952,802,625,565
20:30:00,13654,13568,954,804,628,566
20:35:00,13721,13636,955,805,628,566
20:40:00,13786,13701,957,806,629,567
20:45:00,13861,13766,958,809,631,569
20:50:00,13929,13831,959,813,633,574
20:55:00,13994,13910,962,815,633,575
21:00:00,14056,13998,962,816,640,576
21:05:00,14123,14078,962,820,641,578
21:10:00,14183,14151,965,820,644,579
21:15:00,14240,14225,966,827,648,581
21:20:00,14302,14311,966,829,649,586
21:25:00,14370,14386,966,829,651,590
21:30:00,14423,14439,966,830,652,594
21:35:00,14481,14511,967,832,654,595
21:40:00,14531,14584,969,834,656,595
21:45:00,14577,14648,970,838,658,598
21:50:00,14588,14723,970,842,658,599
21:55:00,14589,14788,970,844,658,601
22:00:00,14592,14826,971,853,658,602
22:05:00,14600,14888,972,857,658,603
22:10:00,14646,14951,972,858,659,605
22:15:00,14691,15023,972,860,659,605
22:20:00,14743,15097,972,862,660,608
22:25:00,14788,15186,972,864,662,611
22:30:00,14789,15239,972,869,662,611
22:35:00,14790,15292,972,870,662,611
22:40:00,14807,15342,972,876,662,613
22:45:00,14847,15395,972,877,664,613
22:50:00,14877,15447,972,880,664,614
22:55:00,14908,15502,972,881,664,616
23:00:00,14936,15573,972,883,664,619
23:05:00,,,,,,
23:10:00,,,,,,
23:15:00,,,,,,
23:20:00,,,,,,
23:25:00,,,,,,
23:30:00,,,,,,
23:35:00,,,,,,
23:40:00,,,,,,
23:45:00,,,,,,
23:50:00,,,,,,
23:55:00,,,,,,
0:00:00,,,,,,
