,car_IN,car_OUT,truck_IN,truck_OUT,bus_IN,bus_OUT
5:50:00,994,642,36,146,24,21
5:55:00,1031,668,37,154,24,23
6:00:00,1072,711,38,161,26,24
6:05:00,1116,741,38,170,28,24
6:10:00,1151,783,42,178,28,27
6:15:00,1186,828,42,188,28,30
6:20:00,1226,878,43,197,30,31
6:25:00,1269,922,43,208,30,33
6:30:00,1309,968,44,217,30,34
6:35:00,1350,1006,51,233,33,35
6:40:00,1393,1075,51,248,33,36
6:45:00,1449,1138,54,262,33,39
6:50:00,1500,1194,57,277,34,39
6:55:00,1568,1257,59,293,36,43
7:00:00,1626,1324,67,319,38,51
7:05:00,1692,1378,82,337,40,55
7:10:00,1751,1439,101,357,46,56
7:15:00,,,,,,
7:20:00,,,,,,
7:25:00,,,,,,
7:30:00,,,,,,
7:35:00,,,,,,
7:40:00,,,,,,
7:45:00,,,,,,
7:50:00,,,,,,
7:55:00,,,,,,
8:00:00,,,,,,
8:05:00,,,,,,
8:10:00,,,,,,
8:15:00,,,,,,
8:20:00,,,,,,
8:25:00,,,,,,
8:30:00,,,,,,
8:35:00,,,,,,
8:40:00,,,,,,
8:45:00,,,,,,
8:50:00,,,,,,
8:55:00,,,,,,
9:00:00,,,,,,
9:05:00,1808,1489,124,381,56,60
9:10:00,1854,1566,146,416,61,68
9:15:00,1895,1632,167,444,67,73
9:20:00,1957,1696,197,474,73,78
9:25:00,2014,1765,218,507,74,82
9:30:00,2074,1830,246,535,75,89
9:35:00,2140,1884,274,559,76,93
9:40:00,2188,1950,292,584,83,101
9:45:00,2255,2009,320,615,86,105
9:50:00,2303,2066,354,639,90,107
9:55:00,2359,2118,385,670,95,114
10:00:00,2399,2170,415,701,99,121
10:05:00,2456,2219,435,729,103,123
10:10:00,,,,,,
10:15:00,,,,,,
10:20:00,,,,,,
10:25:00,,,,,,
10:30:00,,,,,,
10:35:00,,,,,,
10:40:00,,,,,,
10:45:00,,,,,,
10:50:00,,,,,,
10:55:00,,,,,,
11:00:00,,,,,,
11:05:00,,,,,,
11:10:00,,,,,,
11:15:00,,,,,,
11:20:00,,,,,,
11:25:00,,,,,,
11:30:00,,,,,,
11:35:00,,,,,,
11:40:00,,,,,,
11:45:00,,,,,,
11:50:00,,,,,,
11:55:00,2504,2269,464,766,109,128
12:00:00,2563,2321,514,785,112,131
12:05:00,2585,2346,553,810,119,136
12:10:00,2619,2382,598,832,128,138
12:15:00,2684,2433,632,871,132,144
12:20:00,2737,2482,654,902,135,149
12:25:00,2806,2542,677,935,140,153
12:30:00,2864,2590,709,965,142,154
12:35:00,2923,2634,734,998,145,155
12:40:00,2981,2685,766,1018,147,160
12:45:00,3050,2726,798,1039,153,162
12:50:00,3108,2761,824,1058,161,166
12:55:00,3168,2812,851,1083,170,172
13:00:00,3225,2849,863,1105,172,177
13:05:00,3266,2886,898,1124,178,182
13:10:00,3336,2927,926,1147,183,183
13:15:00,3391,2994,944,1164,185,184
13:20:00,3447,3053,974,1186,191,184
13:25:00,3532,3106,1008,1213,194,187
13:30:00,3594,3149,1029,1237,203,188
13:35:00,3674,3202,1055,1264,208,191
13:40:00,3732,3257,1075,1282,212,193
13:45:00,3797,3299,1100,1301,212,199
13:50:00,3854,3346,1117,1322,217,201
13:55:00,3916,3393,1139,1346,220,202
14:00:00,3984,3442,1163,1369,220,205
14:05:00,4044,3491,1192,1389,223,209
14:10:00,4114,3540,1214,1410,228,210
14:15:00,4157,3599,1254,1434,239,215
14:20:00,4181,3642,1298,1459,242,217
14:25:00,4240,3697,1327,1481,246,221
14:30:00,4302,3745,1355,1505,249,225
14:35:00,4343,3805,1382,1530,251,226
14:40:00,4398,3863,1412,1556,253,228
14:45:00,4452,3908,1451,1580,256,231
14:50:00,4496,3959,1492,1600,260,234
14:55:00,,,,,,
15:00:00,,,,,,
15:05:00,,,,,,
15:10:00,4549,4007,1533,1627,264,236
15:15:00,4596,4054,1570,1657,266,239
15:20:00,4666,4106,1606,1696,268,242
15:25:00,4724,4162,1642,1721,272,244
15:30:00,4796,4221,1690,1747,279,245
15:35:00,4858,4271,1734,1770,284,248
15:40:00,4928,4328,1773,1792,288,249
15:45:00,4990,4389,1806,1820,291,252
15:50:00,5056,4431,1841,1841,296,255
15:55:00,5118,4479,1877,1864,300,259
16:00:00,5176,4525,1907,1889,304,261
16:05:00,5233,4569,1949,1925,305,262
16:10:00,5294,4639,1980,1954,310,266
16:15:00,5363,4697,2022,1990,318,269
16:20:00,5424,4770,2067,2031,323,274
16:25:00,5487,4844,2113,2070,326,276
16:30:00,5555,4912,2150,2112,335,279
16:35:00,5619,4986,2188,2151,340,281
16:40:00,5690,5046,2225,2183,345,285
16:45:00,5758,5121,2264,2218,351,298
16:50:00,5838,5174,2310,2259,356,300
16:55:00,5905,5240,2351,2299,360,306
17:00:00,5970,5302,2388,2337,364,312
17:05:00,6022,5373,2432,2372,371,317
17:10:00,6084,5439,2461,2396,376,325
17:15:00,6149,5521,2485,2422,379,330
17:20:00,6218,5592,2526,2455,383,338
17:25:00,6299,5667,2566,2491,390,349
17:30:00,6360,5741,2596,2524,396,351
17:35:00,6414,5811,2630,2554,403,359
17:40:00,6485,5874,2668,2585,409,367
17:45:00,6563,5946,2709,2619,418,372
17:50:00,6621,6026,2744,2659,426,378
17:55:00,6701,6093,2778,2693,433,386
18:00:00,6764,6178,2818,2730,440,394
18:05:00,6838,6239,2858,2771,442,401
18:10:00,6908,6324,2900,2802,449,411
18:15:00,6965,6385,2934,2820,453,417
18:20:00,7021,6476,2964,2847,457,425
18:25:00,7076,6564,2997,2873,459,429
18:30:00,7121,6653,3035,2918,460,432
18:35:00,7181,6714,3060,2948,466,435
18:40:00,7254,6789,3081,2976,472,438
18:45:00,7301,6865,3094,3001,472,442
18:50:00,7348,6936,3105,3020,473,446
18:55:00,7396,7021,3110,3042,475,447
19:00:00,7430,7092,3111,3057,475,451
19:05:00,7454,7152,3117,3073,475,452
19:10:00,7500,7220,3119,3087,479,454
19:15:00,7534,7284,3125,3101,480,456
19:20:00,7575,7348,3128,3118,480,456
19:25:00,7616,7400,3129,3129,480,459
19:30:00,7653,7451,3129,3152,480,459
19:35:00,7698,7513,3132,3173,480,460
19:40:00,7727,7570,3134,3191,480,462
19:45:00,7757,7635,3136,3202,480,462
19:50:00,7792,7691,3140,3223,481,463
19:55:00,7829,7738,3144,3231,482,465
20:00:00,7864,7782,3144,3243,482,465
20:05:00,7897,7824,3146,3260,483,466
20:10:00,7930,7865,3150,3273,484,467
20:15:00,7965,7907,3152,3289,486,470
20:20:00,8015,7937,3153,3299,487,474
20:25:00,8050,7987,3155,3312,487,474
20:30:00,8087,8022,3156,3318,487,475
20:35:00,8121,8056,3158,3327,488,476
20:40:00,8152,8101,3158,3337,490,476
20:45:00,8187,8137,3160,3347,490,477
20:50:00,8225,8171,3161,3360,491,477
20:55:00,8273,8218,3164,3365,492,480
21:00:00,8306,8266,3165,3371,495,485
21:05:00,8330,8315,3168,3380,496,486
21:10:00,8361,8344,3170,3393,496,486
21:15:00,8392,8381,3173,3405,496,487
21:20:00,8423,8416,3175,3414,496,488
21:25:00,8453,8459,3177,3425,496,489
21:30:00,8481,8513,3178,3432,496,490
21:35:00,8512,8544,3178,3442,496,492
21:40:00,8532,8581,3178,3448,496,492
21:45:00,8557,8628,3180,3453,497,495
21:50:00,8582,8676,3183,3456,498,497
21:55:00,8611,8716,3184,3465,498,499
22:00:00,8634,8756,3184,3470,499,500
22:05:00,8651,8782,3185,3477,499,503
22:10:00,8673,8823,3185,3487,499,505
22:15:00,8720,8862,3185,3498,499,505
22:20:00,8745,8895,3187,3508,499,507
22:25:00,8766,8937,3190,3514,499,507
22:30:00,8794,8972,3192,3521,499,508
22:35:00,8816,9010,3192,3525,500,508
22:40:00,8826,9048,3194,3527,500,510
22:45:00,8841,9085,3194,3533,500,511
22:50:00,8854,9121,3195,3538,501,514
22:55:00,8871,9147,3197,3543,501,514
23:00:00,8891,9182,3197,3550,501,515
23:05:00,8902,9215,3198,3553,503,515
23:10:00,8920,9244,3198,3563,504,517
23:15:00,8940,9271,3198,3575,504,517
23:20:00,8955,9306,3199,3579,506,518
23:25:00,8968,9339,3199,3584,506,519
23:30:00,8979,9364,3199,3595,506,519
23:35:00,8993,9395,3199,3598,506,520
23:40:00,9002,9430,3199,3605,506,521
23:45:00,9004,9456,3199,3609,507,523
23:50:00,9011,9484,3199,3611,508,523
23:55:00,9021,9530,3200,3617,508,523
0:00:00,9030,9569,3201,3625,508,523
