,car_IN,car_OUT,truck_IN,truck_OUT,bus_IN,bus_OUT
21:30:00,19163,17118,1355,977,809,791
21:35:00,19240,17186,1360,980,811,794
21:40:00,19295,17266,1360,982,812,794
21:45:00,19337,17337,1360,986,814,799
21:50:00,19394,17403,1360,986,814,802
21:55:00,19436,17479,1360,986,816,806
22:00:00,19472,17543,1360,987,818,807
22:05:00,19513,17625,1361,987,818,812
22:10:00,19546,17671,1361,988,818,815
22:15:00,19577,17738,1361,989,818,816
22:20:00,19608,17797,1363,990,820,816
22:25:00,19636,17876,1363,991,820,818
22:30:00,19642,17897,1363,991,820,820
22:35:00,19659,17962,1363,991,820,822
22:40:00,19680,18009,1364,992,820,823
22:45:00,19701,18053,1364,993,820,826
22:50:00,19728,18112,1365,994,820,828
22:55:00,19744,18158,1365,994,822,830
23:00:00,19758,18201,1365,996,822,833
23:05:00,19766,18233,1365,996,822,834
23:10:00,19774,18264,1365,996,822,836
23:15:00,19778,18304,1365,996,822,838
23:20:00,19781,18343,1365,996,822,841
23:25:00,19784,18387,1365,996,822,845
23:30:00,19799,18437,1365,997,822,846
23:35:00,19811,18476,1365,997,822,847
23:40:00,19826,18532,1366,997,822,847
23:45:00,19834,18564,1366,997,822,848
23:50:00,19843,18588,1366,997,822,850
23:55:00,19846,18609,1366,997,822,850
0:00:00,19850,18645,1366,997,822,852
