,car_IN,car_OUT,truck_IN,truck_OUT,bus_IN,bus_OUT
18:10:00,2176,1953,982,954,166,133
18:15:00,2203,1973,998,962,168,135
18:20:00,2221,2004,1011,973,170,136
18:25:00,2240,2019,1021,990,175,136
18:30:00,2260,2060,1034,1011,177,137
18:35:00,2280,2086,1040,1019,178,137
18:40:00,2299,2111,1046,1031,180,137
18:45:00,2316,2144,1048,1043,181,137
18:50:00,2333,2174,1050,1054,182,137
18:55:00,2346,2198,1054,1059,184,138
19:00:00,2362,2225,1054,1067,184,139
19:05:00,2372,2244,1055,1071,184,139
19:10:00,2383,2256,1055,1074,184,139
19:15:00,2394,2273,1056,1082,185,139
19:20:00,2404,2297,1056,1089,185,139
19:25:00,2417,2321,1056,1092,186,140
19:30:00,2430,2341,1057,1095,186,140
19:35:00,2440,2354,1059,1099,186,140
19:40:00,2461,2371,1061,1102,187,142
19:45:00,2465,2390,1061,1112,188,142
19:50:00,2476,2408,1061,1119,188,144
19:55:00,2487,2419,1061,1123,189,145
20:00:00,2493,2436,1062,1124,189,145
20:05:00,2503,2450,1063,1127,190,146
20:10:00,2513,2461,1063,1132,190,146
20:15:00,2533,2475,1063,1138,191,146
20:20:00,2543,2498,1064,1140,191,148
20:25:00,2548,2503,1066,1144,191,150
20:30:00,2555,2520,1066,1148,192,150
20:35:00,2573,2533,1067,1152,192,151
20:40:00,2581,2550,1069,1154,192,151
20:45:00,2596,2562,1069,1159,192,152
20:50:00,2606,2579,1069,1164,192,153
20:55:00,2617,2591,1069,1169,192,153
21:00:00,2632,2604,1070,1170,192,154
21:05:00,2642,2618,1071,1175,192,155
21:10:00,2656,2627,1071,1177,192,156
21:15:00,2661,2642,1071,1178,192,157
21:20:00,2666,2656,1071,1178,192,158
21:25:00,2670,2667,1071,1179,192,158
21:30:00,2675,2679,1071,1187,192,158
21:35:00,2678,2691,1071,1189,192,158
21:40:00,2688,2705,1071,1193,192,158
21:45:00,2694,2717,1071,1196,192,158
21:50:00,2700,2732,1072,1202,192,158
21:55:00,2708,2746,1072,1209,192,159
22:00:00,2714,2758,1072,1212,192,159
22:05:00,2718,2770,1072,1217,192,160
22:10:00,2720,2775,1073,1219,192,160
22:15:00,2728,2783,1075,1220,192,160
22:20:00,2732,2798,1075,1222,192,161
22:25:00,2744,2806,1075,1225,192,162
22:30:00,2751,2820,1076,1229,193,162
22:35:00,2755,2827,1076,1230,193,162
22:40:00,2759,2842,1076,1234,193,162
22:45:00,2766,2849,1077,1237,193,164
22:50:00,2773,2859,1077,1242,193,164
22:55:00,2775,2868,1077,1245,193,165
23:00:00,2778,2882,1077,1248,193,166
23:05:00,2780,2891,1077,1249,193,167
23:10:00,2782,2902,1077,1251,193,167
23:15:00,2785,2909,1077,1255,193,167
23:20:00,2789,2922,1077,1256,193,167
23:25:00,2789,2933,1077,1257,193,167
23:30:00,2793,2947,1078,1257,193,167
23:35:00,2795,2955,1078,1258,193,168
23:40:00,2798,2963,1079,1262,193,168
23:45:00,2800,2973,1079,1266,193,168
23:50:00,2800,2978,1079,1269,193,168
23:55:00,2801,2985,1080,1270,193,168
0:00:00,2802,2995,1080,1270,193,168
